carat,depth,table,x,y,z,price,cut
1.01,62.7,55.0,6.45,6.4,4.03,5416,Ideal
1.5,63.8,57.0,7.21,7.14,4.58,5416,Good
1.04,62.7,61.0,6.48,6.44,4.05,5416,Premium
1.04,59.3,57.0,6.64,6.58,3.92,5416,Ideal
1.03,61.1,56.0,6.5,6.53,3.98,5418,Ideal
1.03,61.7,57.0,6.47,6.53,4.01,5418,Ideal
1.01,64.4,58.0,6.23,6.31,4.04,5418,Good
1.29,61.0,57.0,7.13,6.95,4.31,5418,Premium
1.28,61.7,59.0,6.96,6.92,4.28,5419,Ideal
1.08,61.6,56.0,6.64,6.57,4.07,5419,Premium
1.0,63.1,56.0,6.27,6.31,3.97,5420,Good
1.46,62.8,52.0,7.31,7.27,4.58,5421,Premium
1.3,61.8,57.0,7.02,6.94,4.32,5421,Premium
1.09,61.9,56.0,6.62,6.67,4.09,5421,Ideal
1.21,62.6,61.0,6.75,6.7,4.21,5421,Premium
1.21,59.3,59.0,6.98,6.95,4.13,5421,Premium
1.21,62.3,55.0,6.86,6.81,4.26,5421,Ideal
1.21,62.1,56.0,6.92,6.76,4.25,5421,Premium
1.01,60.7,58.0,6.49,6.45,3.93,5422,Very Good
0.81,63.9,56.0,5.79,5.91,3.74,5423,Very Good
1.17,62.4,53.0,6.74,6.76,4.21,5423,Ideal
1.02,60.6,59.0,6.47,6.49,3.93,5424,Very Good
1.1,61.4,55.0,6.68,6.7,4.11,5424,Ideal
1.07,62.1,59.0,6.56,6.52,4.06,5424,Premium
1.14,62.7,58.0,6.68,6.63,4.17,5424,Premium
1.02,61.7,58.0,6.41,6.49,3.98,5426,Ideal
1.02,62.1,55.0,6.46,6.49,4.02,5426,Ideal
1.02,62.0,57.0,6.43,6.4,3.98,5426,Ideal
1.02,61.7,58.0,6.45,6.41,3.97,5426,Premium
1.24,59.1,62.0,7.06,7.04,4.17,5427,Very Good
1.27,61.0,61.0,7.01,6.95,4.26,5428,Premium
1.11,62.6,57.0,6.64,6.56,4.13,5428,Ideal
1.09,60.9,55.0,6.72,6.69,4.08,5428,Ideal
1.02,62.8,58.0,6.45,6.39,4.03,5429,Premium
1.31,64.1,57.0,6.9,6.84,4.41,5429,Good
1.21,60.3,58.0,6.9,6.96,4.18,5430,Premium
1.02,59.4,60.0,6.48,6.59,3.88,5430,Very Good
2.15,65.5,57.0,8.01,7.95,5.23,5430,Fair
1.01,63.1,53.0,6.36,6.42,4.03,5430,Ideal
0.91,63.1,55.0,6.13,6.0,3.83,5430,Fair
1.01,62.4,59.0,6.38,6.35,3.97,5430,Premium
1.01,64.7,57.0,6.33,6.25,4.07,5430,Fair
1.01,62.3,59.0,6.38,6.33,3.96,5430,Premium
1.01,63.8,59.0,6.26,6.22,3.98,5430,Good
1.22,57.2,60.0,7.07,7.01,4.03,5431,Good
1.21,61.7,60.0,6.82,6.85,4.22,5431,Premium
0.91,62.3,55.0,6.2,6.23,3.87,5431,Ideal
1.02,60.2,62.0,6.54,6.46,3.91,5432,Premium
1.01,62.9,56.0,6.34,6.41,4.01,5433,Very Good
1.01,61.2,60.0,6.41,6.44,3.93,5433,Very Good
1.05,61.2,58.0,6.57,6.53,4.01,5433,Premium
1.15,62.0,58.0,6.77,6.71,4.18,5433,Premium
1.11,62.5,58.0,6.64,6.61,4.14,5433,Premium
1.11,61.1,60.0,6.68,6.62,4.06,5433,Premium
1.26,60.9,57.0,7.03,6.96,4.26,5434,Premium
1.06,61.3,60.0,6.53,6.55,4.01,5435,Very Good
1.07,59.4,57.0,6.73,6.67,3.98,5436,Ideal
1.05,62.1,57.0,6.48,6.5,4.03,5436,Ideal
1.07,62.5,59.0,6.57,6.52,4.09,5436,Premium
1.22,62.9,56.0,6.86,6.78,4.29,5436,Ideal
1.22,58.3,61.0,7.0,6.92,4.06,5436,Premium
1.01,61.5,55.0,6.44,6.51,3.98,5437,Ideal
1.33,61.0,59.0,7.1,7.06,4.32,5437,Premium
1.05,60.2,58.0,6.57,6.61,3.97,5438,Very Good
1.3,61.8,59.0,6.99,6.95,4.31,5438,Premium
1.11,59.7,61.0,6.72,6.69,4.0,5438,Good
0.9,59.4,59.0,6.31,6.28,3.74,5438,Premium
1.01,61.7,57.0,6.44,6.49,3.99,5439,Ideal
0.9,62.0,59.0,6.17,6.21,3.84,5439,Ideal
1.08,61.7,56.0,6.6,6.63,4.08,5439,Ideal
1.19,61.7,57.0,6.84,6.77,4.2,5439,Premium
1.11,58.8,59.0,6.79,6.74,3.98,5439,Premium
1.27,61.5,57.0,6.93,6.98,4.28,5442,Ideal
1.01,63.8,58.0,6.34,6.38,4.06,5443,Good
1.01,62.6,58.0,6.33,6.44,4.0,5443,Premium
1.01,61.7,62.0,6.3,6.34,3.9,5443,Good
1.01,61.2,57.0,6.44,6.47,3.95,5443,Ideal
1.01,62.9,59.0,6.39,6.43,4.03,5443,Very Good
1.01,63.1,60.0,6.32,6.39,4.01,5443,Good
1.01,61.8,60.0,6.35,6.37,3.93,5443,Good
1.01,61.6,60.0,6.43,6.47,3.97,5443,Very Good
1.2,63.5,58.0,6.69,6.73,4.26,5443,Very Good
1.24,62.3,56.0,6.84,6.91,4.28,5443,Ideal
1.24,59.2,55.0,7.05,7.03,4.17,5444,Ideal
1.24,61.4,63.0,6.89,6.88,4.23,5444,Very Good
1.07,61.9,55.0,6.62,6.57,4.08,5444,Ideal
1.0,60.7,59.0,6.38,6.41,3.88,5445,Premium
1.0,62.6,60.0,6.3,6.35,3.97,5445,Premium
1.0,61.9,60.0,6.37,6.46,3.97,5445,Premium
1.06,63.7,55.0,6.45,6.49,4.12,5445,Very Good
1.2,63.4,60.0,6.56,6.65,4.19,5445,Fair
1.03,60.5,55.0,6.59,6.54,3.97,5445,Ideal
1.31,59.4,60.0,7.06,7.12,4.21,5446,Premium
1.31,63.6,55.1,6.92,6.98,4.42,5446,Good
1.04,60.9,58.0,6.5,6.6,3.99,5447,Very Good
1.12,58.8,61.0,6.74,6.8,3.98,5447,Very Good
1.37,64.1,58.0,6.92,6.9,4.43,5449,Good
1.11,61.7,58.0,6.64,6.69,4.11,5450,Premium
1.11,62.4,58.0,6.57,6.69,4.14,5450,Very Good
1.31,62.3,55.0,6.98,7.02,4.36,5450,Very Good
0.9,62.0,56.0,6.18,6.2,3.84,5450,Ideal
1.2,62.6,57.0,6.74,6.84,4.25,5451,Very Good
1.18,62.2,57.0,6.72,6.76,4.19,5451,Very Good
1.12,62.0,55.0,6.65,6.68,4.13,5451,Ideal
1.04,61.4,63.0,6.55,6.51,4.01,5451,Very Good
1.24,62.8,56.0,6.83,6.8,4.28,5451,Ideal
1.21,62.6,57.0,6.71,6.8,4.23,5452,Very Good
1.21,62.9,55.0,6.69,6.76,4.23,5452,Very Good
1.18,60.5,55.0,6.9,6.85,4.16,5452,Ideal
0.92,60.9,61.0,6.22,6.25,3.8,5453,Very Good
1.07,61.6,58.0,6.6,6.56,4.05,5453,Premium
1.07,60.2,57.0,6.7,6.59,4.0,5453,Ideal
1.16,61.2,58.0,6.76,6.81,4.15,5454,Premium
1.02,62.4,58.0,6.43,6.39,4.0,5454,Premium
1.27,61.8,60.0,6.9,6.94,4.28,5455,Very Good
1.03,62.9,53.0,6.45,6.5,4.07,5455,Very Good
1.02,61.0,59.0,6.48,6.53,3.97,5455,Very Good
1.27,61.4,57.0,6.97,7.0,4.29,5455,Ideal
1.02,61.0,59.0,6.58,6.47,3.98,5455,Premium
1.08,61.8,54.0,6.6,6.57,4.07,5455,Ideal
1.24,60.4,58.0,6.95,7.02,4.22,5456,Very Good
1.06,62.2,59.0,6.47,6.52,4.04,5456,Very Good
1.02,63.2,60.0,6.33,6.42,4.03,5456,Very Good
1.12,62.6,57.0,6.61,6.65,4.15,5456,Ideal
1.11,62.3,55.0,6.7,6.65,4.16,5456,Ideal
1.11,61.6,56.0,6.69,6.65,4.11,5456,Ideal
1.21,60.6,56.0,6.89,6.97,4.2,5457,Very Good
1.05,62.0,55.0,6.5,6.54,4.04,5457,Ideal
1.12,60.7,56.0,6.74,6.7,4.08,5457,Ideal
1.13,62.2,56.0,6.7,6.66,4.16,5457,Ideal
1.01,62.7,56.0,6.37,6.42,4.01,5457,Ideal
1.16,60.4,59.0,6.89,6.82,4.14,5457,Premium
1.14,59.3,59.0,6.8,6.76,4.02,5458,Premium
1.0,61.9,56.0,6.37,6.45,3.97,5458,Ideal
0.91,61.9,55.0,6.21,6.23,3.85,5458,Ideal
1.2,64.4,61.0,6.52,6.59,4.22,5458,Good
1.18,62.1,59.0,6.75,6.71,4.18,5458,Premium
1.14,61.9,58.0,6.71,6.67,4.14,5458,Premium
1.14,63.1,58.0,6.69,6.6,4.19,5458,Very Good
1.06,61.4,56.0,6.55,6.6,4.04,5459,Ideal
1.0,55.8,60.0,6.66,6.61,3.7,5460,Fair
1.5,64.7,62.0,7.19,7.04,4.6,5460,Fair
1.5,61.7,55.0,7.39,7.32,4.54,5460,Premium
1.01,60.0,60.0,6.43,6.51,3.88,5461,Very Good
1.01,62.1,56.0,6.43,6.48,4.01,5461,Very Good
1.06,62.9,56.0,6.52,6.49,4.09,5461,Ideal
1.06,61.0,60.0,6.59,6.56,4.01,5461,Premium
1.21,60.8,62.0,6.82,6.78,4.13,5461,Premium
1.29,62.2,58.0,6.94,6.99,4.33,5463,Very Good
1.29,61.7,59.0,6.93,6.97,4.29,5463,Premium
1.19,61.3,59.0,6.84,6.79,4.18,5464,Premium
1.07,63.0,57.0,6.55,6.44,4.09,5465,Premium
1.22,59.0,61.0,7.02,6.98,4.13,5466,Premium
1.22,62.2,57.0,6.87,6.79,4.25,5466,Premium
1.22,62.1,59.0,6.86,6.8,4.24,5466,Premium
1.22,60.2,56.0,6.96,6.93,4.18,5466,Premium
1.05,62.7,59.0,6.49,6.43,4.05,5468,Premium
1.05,59.0,59.0,6.71,6.68,3.95,5468,Premium
1.02,62.1,59.0,6.38,6.43,3.98,5469,Premium
1.14,62.3,58.0,6.65,6.7,4.16,5469,Ideal
1.04,61.7,56.0,6.51,6.55,4.03,5469,Ideal
1.0,64.9,53.0,6.27,6.3,4.08,5469,Good
1.0,60.8,60.0,6.45,6.42,3.91,5470,Premium
1.14,62.4,57.0,6.64,6.7,4.16,5473,Ideal
1.2,60.2,63.0,6.81,6.84,4.11,5474,Very Good
1.2,62.1,59.0,6.77,6.72,4.19,5474,Premium
1.01,66.6,55.0,6.27,6.22,4.16,5475,Fair
0.9,62.3,56.0,6.14,6.18,3.84,5476,Very Good
1.2,62.6,57.0,6.74,6.77,4.23,5476,Very Good
1.03,62.1,56.0,6.43,6.48,4.01,5476,Ideal
1.03,61.3,57.0,6.48,6.51,3.98,5476,Ideal
1.1,60.7,59.0,6.72,6.7,4.07,5476,Premium
1.18,62.6,59.0,6.73,6.71,4.21,5477,Premium
1.01,61.7,56.0,6.42,6.47,3.98,5478,Ideal
1.01,64.1,56.0,6.29,6.35,4.05,5479,Very Good
1.06,62.4,56.0,6.49,6.56,4.07,5480,Very Good
1.05,62.0,56.0,6.47,6.55,4.04,5480,Very Good
0.9,61.8,63.0,6.14,6.19,3.81,5480,Good
1.16,60.2,59.0,6.84,6.77,4.1,5480,Premium
1.31,62.5,55.0,7.05,6.97,4.38,5480,Premium
1.13,60.6,60.0,6.67,6.76,4.07,5481,Very Good
1.0,62.2,63.0,6.36,6.41,3.97,5483,Good
1.11,60.1,61.0,6.74,6.64,4.06,5483,Premium
1.13,62.3,56.0,6.69,6.66,4.16,5483,Ideal
1.0,63.7,59.0,6.38,6.33,4.05,5484,Good
1.02,62.9,55.0,6.47,6.41,4.05,5484,Premium
0.91,62.3,59.0,6.13,6.17,3.83,5484,Very Good
1.0,63.7,57.0,6.32,6.28,4.01,5484,Good
1.0,56.6,61.0,6.65,6.61,3.75,5484,Good
1.0,67.6,57.0,6.2,6.13,4.17,5484,Fair
1.0,63.7,55.0,6.28,6.21,3.98,5484,Fair
1.2,62.2,56.0,6.84,6.74,4.22,5484,Ideal
1.06,62.0,61.0,6.55,6.51,4.05,5485,Premium
1.06,60.8,58.0,6.59,6.54,3.99,5485,Premium
1.24,63.2,55.0,6.88,6.83,4.33,5486,Very Good
1.09,61.9,55.0,6.66,6.62,4.11,5486,Ideal
1.01,62.0,56.0,6.44,6.39,3.98,5486,Ideal
1.01,57.3,62.0,6.63,6.59,3.79,5487,Good
1.14,62.8,58.0,6.62,6.67,4.17,5487,Good
1.12,64.8,56.0,6.48,6.52,4.21,5487,Fair
1.38,58.3,59.0,7.34,7.27,4.26,5487,Premium
1.08,61.0,59.0,6.67,6.57,4.04,5487,Premium
1.3,66.0,57.1,6.73,6.82,4.45,5488,Fair
1.0,61.3,54.0,6.39,6.37,3.91,5488,Premium
1.0,59.5,60.0,6.49,6.42,3.84,5488,Premium
1.0,62.1,58.0,6.45,6.34,3.97,5488,Premium
1.0,61.5,60.0,6.38,6.34,3.91,5488,Premium
1.0,62.1,61.0,6.32,6.3,3.92,5488,Premium
1.0,61.7,57.0,6.39,6.42,3.95,5489,Ideal
1.21,62.7,55.0,6.84,6.79,4.27,5489,Ideal
1.21,60.0,60.0,6.95,6.88,4.15,5489,Premium
1.2,63.7,56.0,6.66,6.71,4.26,5490,Very Good
1.23,63.7,59.0,6.76,6.71,4.29,5490,Good
1.06,59.6,60.0,6.61,6.68,3.96,5491,Very Good
1.06,58.8,57.0,6.67,6.76,3.95,5491,Very Good
1.03,60.5,58.0,6.52,6.58,3.96,5491,Ideal
1.03,61.8,57.0,6.53,6.49,4.02,5491,Premium
1.03,61.7,55.0,6.52,6.46,4.01,5491,Ideal
1.05,63.7,58.0,6.4,6.45,4.09,5492,Good
1.02,60.5,56.0,6.57,6.53,3.96,5493,Ideal
1.05,62.2,56.0,6.49,6.56,4.06,5494,Very Good
1.2,61.1,55.0,6.9,6.87,4.21,5494,Ideal
1.04,61.3,56.0,6.51,6.55,4.0,5495,Ideal
1.11,61.2,56.0,6.7,6.69,4.1,5496,Ideal
1.09,62.4,56.0,6.57,6.61,4.11,5496,Ideal
1.02,63.3,58.0,6.35,6.39,4.03,5497,Good
1.19,61.9,56.0,6.8,6.84,4.22,5497,Ideal
1.02,63.5,61.0,6.27,6.35,4.01,5497,Good
1.24,61.6,59.0,6.87,6.9,4.24,5497,Very Good
1.01,62.9,58.0,6.35,6.4,4.01,5497,Very Good
1.01,61.1,58.0,6.43,6.49,3.95,5497,Ideal
1.01,62.0,61.0,6.29,6.38,3.93,5497,Good
1.03,62.6,58.0,6.44,6.49,4.05,5498,Very Good
1.07,62.1,56.0,6.53,6.58,4.07,5498,Ideal
1.07,62.4,59.0,6.53,6.46,4.05,5498,Premium
1.01,62.9,60.0,6.35,6.43,4.02,5499,Very Good
1.01,63.3,55.0,6.37,6.42,4.05,5499,Good
1.01,62.8,57.0,6.37,6.41,4.01,5499,Very Good
1.01,62.9,58.0,6.35,6.41,4.01,5499,Very Good
1.25,62.0,58.0,6.89,6.92,4.28,5500,Premium
1.0,61.6,59.0,6.38,6.41,3.94,5500,Premium
1.0,63.3,60.0,6.29,6.37,4.01,5500,Good
1.25,58.9,58.0,7.04,7.08,4.16,5500,Very Good
1.02,59.8,58.0,6.49,6.55,3.9,5500,Very Good
1.14,62.3,56.0,6.72,6.69,4.18,5501,Ideal
1.01,57.6,60.0,6.59,6.64,3.81,5501,Good
1.01,65.5,62.0,6.19,6.23,4.07,5501,Fair
1.11,62.2,57.0,6.66,6.62,4.12,5501,Ideal
0.9,62.6,59.0,6.07,6.16,3.83,5502,Very Good
1.21,62.2,59.0,6.79,6.85,4.24,5502,Premium
1.22,61.0,57.0,6.88,6.93,4.2,5502,Ideal
1.22,61.7,56.0,6.87,6.93,4.26,5502,Ideal
1.04,61.5,59.0,6.54,6.46,4.0,5504,Premium
1.12,61.2,58.0,6.65,6.69,4.08,5504,Very Good
0.9,61.0,63.0,6.13,6.09,3.73,5504,Very Good
1.22,60.8,57.0,6.85,6.89,4.18,5504,Ideal
1.23,61.9,55.0,6.94,6.88,4.28,5504,Premium
1.19,58.8,58.0,7.04,6.9,4.1,5504,Premium
1.19,60.4,55.0,6.91,6.89,4.17,5504,Ideal
1.05,61.1,57.0,6.55,6.52,3.99,5504,Ideal
1.46,64.6,54.0,7.11,7.03,4.57,5504,Fair
1.26,60.9,58.0,6.99,6.94,4.24,5504,Premium
1.0,63.4,56.0,6.27,6.35,4.0,5505,Good
1.0,61.9,59.0,6.34,6.38,3.94,5505,Very Good
1.02,59.8,58.0,6.56,6.58,3.93,5505,Ideal
1.02,62.7,58.0,6.44,6.36,4.01,5506,Premium
1.11,61.7,55.0,6.66,6.69,4.12,5506,Ideal
1.15,62.0,58.0,6.77,6.66,4.16,5506,Premium
1.02,63.1,61.0,6.42,6.35,4.03,5508,Very Good
0.24,60.2,59.0,4.03,4.04,2.43,419,Very Good
0.27,63.0,57.0,4.06,4.1,2.57,419,Very Good
0.24,60.1,58.0,4.01,4.04,2.42,419,Very Good
0.24,63.5,53.0,3.96,3.98,2.52,419,Very Good
0.24,62.1,58.0,4.0,4.02,2.49,419,Very Good
0.24,63.1,56.0,3.95,3.98,2.5,419,Very Good
0.24,63.0,58.0,3.94,3.97,2.49,419,Very Good
0.24,61.5,58.0,4.02,4.05,2.48,419,Very Good
0.24,62.1,59.0,3.98,4.01,2.48,419,Very Good
0.24,61.4,58.0,3.99,4.05,2.47,419,Very Good
0.24,62.4,58.0,3.98,4.0,2.49,419,Very Good
0.24,62.9,58.0,3.94,4.01,2.5,419,Very Good
0.24,59.6,58.0,4.08,4.11,2.44,419,Very Good
0.24,61.9,59.0,3.98,4.0,2.47,419,Very Good
0.24,59.9,58.0,4.02,4.06,2.42,419,Very Good
0.24,63.0,58.0,3.92,3.95,2.48,419,Very Good
0.24,62.5,58.0,3.95,3.96,2.47,419,Very Good
0.24,63.0,59.0,3.93,3.97,2.49,419,Very Good
0.24,62.4,59.0,3.94,3.98,2.47,419,Very Good
0.24,59.8,58.0,4.02,4.11,2.43,419,Very Good
0.24,61.4,58.0,3.99,4.02,2.46,419,Very Good
0.24,62.2,58.0,3.95,3.99,2.47,419,Very Good
0.24,62.9,56.0,3.96,3.99,2.5,419,Very Good
0.24,62.2,57.0,3.96,4.01,2.48,419,Ideal
0.24,61.2,57.0,4.04,4.06,2.48,419,Ideal
0.24,61.3,56.0,4.0,4.03,2.46,419,Ideal
0.26,59.6,63.0,4.13,4.16,2.47,420,Very Good
0.26,63.3,57.0,4.03,4.06,2.56,420,Very Good
0.32,61.5,56.0,4.43,4.45,2.73,420,Ideal
0.32,61.9,54.0,4.42,4.46,2.75,420,Ideal
0.3,62.0,53.7,4.31,4.33,2.68,601,Ideal
0.3,62.3,53.5,4.27,4.32,2.68,601,Ideal
0.3,62.5,53.3,4.28,4.31,2.69,601,Ideal
0.3,61.0,58.0,4.3,4.36,2.64,601,Ideal
0.31,60.1,57.0,4.36,4.39,2.63,601,Ideal
0.37,61.9,54.0,4.63,4.68,2.88,601,Ideal
0.39,65.6,60.0,4.5,4.56,2.97,601,Fair
0.35,63.3,56.0,4.5,4.53,2.86,601,Good
0.35,61.5,58.0,4.53,4.55,2.79,601,Premium
0.35,62.1,57.0,4.47,4.49,2.78,601,Ideal
0.38,61.6,55.0,4.64,4.68,2.87,602,Ideal
0.38,61.2,56.0,4.7,4.74,2.89,602,Ideal
0.38,62.1,56.0,4.62,4.65,2.88,602,Ideal
0.32,59.7,62.0,4.38,4.43,2.63,602,Very Good
0.32,63.3,57.0,4.34,4.38,2.76,602,Good
0.32,61.9,55.0,4.4,4.42,2.73,602,Ideal
0.32,58.8,62.0,4.43,4.48,2.62,602,Very Good
0.32,61.9,55.0,4.41,4.45,2.74,602,Ideal
0.32,60.7,56.0,4.43,4.46,2.7,602,Ideal
0.32,63.0,57.0,4.33,4.37,2.74,602,Very Good
0.32,62.4,57.0,4.37,4.44,2.75,602,Ideal
0.32,61.2,62.0,4.41,4.45,2.71,602,Very Good
0.32,62.2,58.0,4.33,4.38,2.71,602,Premium
0.32,61.2,58.0,4.38,4.41,2.69,602,Very Good
0.32,59.5,60.0,4.46,4.48,2.66,602,Premium
0.35,60.0,57.0,4.57,4.6,2.75,603,Very Good
0.3,62.7,53.0,4.32,4.35,2.72,603,Very Good
0.3,63.1,59.0,4.2,4.27,2.67,603,Very Good
0.4,58.9,59.0,4.84,4.87,2.86,603,Very Good
0.37,61.2,56.0,4.62,4.66,2.84,603,Ideal
1.18,60.1,59.0,6.83,6.88,4.11,5508,Very Good
1.16,61.1,56.0,6.78,6.79,4.15,5509,Ideal
1.02,62.3,54.0,6.45,6.49,4.03,5509,Ideal
1.2,62.9,57.0,6.79,6.76,4.26,5510,Ideal
1.2,60.7,59.0,6.9,6.87,4.18,5510,Premium
1.2,62.4,57.0,6.83,6.75,4.24,5510,Premium
1.23,63.8,57.0,6.78,6.72,4.31,5510,Ideal
1.5,61.8,57.0,7.39,7.31,4.54,5510,Ideal
1.2,61.8,56.0,6.8,6.77,4.19,5510,Ideal
1.23,62.7,58.0,6.82,6.79,4.27,5510,Premium
1.2,61.1,58.0,6.88,6.8,4.18,5510,Premium
1.0,62.3,62.0,6.34,6.38,3.96,5511,Very Good
0.9,63.4,58.0,6.15,6.09,3.88,5511,Very Good
1.32,61.7,60.0,6.95,7.01,4.31,5513,Very Good
1.2,59.0,60.0,6.9,6.97,4.09,5514,Good
1.08,62.9,59.0,6.47,6.56,4.1,5515,Very Good
1.01,61.1,58.0,6.48,6.45,3.95,5515,Premium
1.01,63.8,59.0,6.34,6.3,4.03,5515,Good
1.01,62.8,59.0,6.45,6.41,4.04,5515,Premium
1.08,63.2,58.0,6.57,6.49,4.13,5516,Very Good
1.06,60.3,57.0,6.61,6.66,4.01,5516,Ideal
0.92,62.1,56.0,6.22,6.24,3.87,5516,Ideal
1.08,61.8,54.0,6.6,6.61,4.09,5517,Ideal
1.27,62.6,59.0,6.88,6.92,4.32,5518,Premium
1.2,61.7,59.0,6.81,6.86,4.22,5518,Very Good
1.03,61.6,55.0,6.48,6.52,4.0,5518,Ideal
1.01,62.5,60.0,6.31,6.37,3.96,5519,Very Good
1.16,60.6,56.0,6.79,6.86,4.14,5519,Ideal
1.16,60.9,57.0,6.79,6.75,4.12,5519,Ideal
1.46,62.4,59.0,7.21,7.16,4.49,5519,Premium
1.06,63.4,58.0,6.51,6.42,4.1,5520,Very Good
1.06,60.7,59.0,6.61,6.57,4.0,5520,Premium
1.24,61.4,56.0,6.98,6.92,4.27,5520,Ideal
1.23,61.7,58.0,6.85,6.87,4.23,5521,Premium
1.0,63.3,58.0,6.34,6.36,4.02,5521,Very Good
1.1,62.9,57.0,6.54,6.59,4.13,5521,Very Good
1.12,61.9,57.0,6.64,6.68,4.12,5521,Ideal
1.0,61.0,56.7,6.44,6.47,3.94,5522,Very Good
1.2,62.6,59.0,6.75,6.71,4.21,5522,Very Good
1.02,60.9,57.0,6.51,6.55,3.98,5522,Ideal
1.03,62.5,59.0,6.43,6.47,4.03,5523,Premium
1.03,62.0,59.0,6.45,6.48,4.01,5523,Premium
1.1,61.8,58.0,6.59,6.62,4.08,5524,Very Good
1.08,58.1,62.0,6.72,6.74,3.91,5524,Very Good
1.35,65.2,56.0,6.9,7.02,4.54,5524,Fair
1.04,62.9,54.0,6.46,6.49,4.07,5525,Very Good
1.01,60.7,58.0,6.5,6.48,3.94,5525,Premium
1.15,62.7,56.0,6.73,6.7,4.21,5526,Ideal
1.03,57.7,62.0,6.63,6.65,3.83,5526,Good
1.13,63.1,58.0,6.65,6.59,4.18,5526,Very Good
1.01,62.0,54.0,6.41,6.49,4.0,5527,Ideal
1.09,62.5,57.0,6.59,6.54,4.1,5527,Ideal
1.0,63.3,58.0,6.28,6.39,4.01,5528,Very Good
1.04,62.4,57.0,6.48,6.53,4.06,5528,Ideal
1.21,60.3,58.0,6.96,6.9,4.18,5529,Premium
1.27,62.7,58.0,6.88,6.91,4.32,5530,Very Good
0.91,61.8,60.0,6.17,6.2,3.82,5530,Very Good
1.13,60.7,58.0,6.72,6.75,4.09,5531,Very Good
1.04,62.3,55.0,6.46,6.49,4.03,5531,Ideal
1.21,61.7,60.0,6.85,6.82,4.22,5531,Premium
1.01,58.9,58.0,6.57,6.54,3.86,5532,Premium
1.07,61.7,54.0,6.59,6.61,4.07,5532,Ideal
1.01,59.7,57.0,6.53,6.56,3.91,5533,Very Good
1.52,64.9,59.0,7.19,7.15,4.65,5533,Fair
1.01,59.5,57.0,6.56,6.62,3.92,5534,Very Good
1.22,60.2,58.0,6.92,6.9,4.16,5534,Premium
1.15,61.7,57.0,6.72,6.74,4.15,5534,Ideal
1.2,61.3,56.0,6.83,6.87,4.2,5534,Ideal
1.08,62.7,57.0,6.53,6.57,4.11,5534,Ideal
1.01,62.0,56.0,6.41,6.47,3.99,5534,Ideal
1.01,60.8,56.0,6.48,6.51,3.95,5534,Ideal
1.06,58.4,61.0,6.73,6.69,3.92,5535,Premium
0.9,59.4,59.0,6.28,6.31,3.74,5535,Premium
1.1,62.6,56.0,6.64,6.58,4.14,5535,Ideal
1.2,62.4,57.0,6.75,6.8,4.23,5535,Ideal
0.91,62.1,55.0,6.2,6.24,3.86,5535,Ideal
1.04,61.4,65.0,6.53,6.47,3.99,5535,Good
1.5,62.1,57.0,7.42,7.26,4.56,5536,Premium
1.07,61.4,57.0,6.59,6.53,4.03,5537,Ideal
1.16,63.0,57.0,6.64,6.66,4.19,5537,Very Good
1.15,61.3,62.0,6.68,6.72,4.11,5538,Very Good
1.01,63.2,64.0,6.34,6.28,3.99,5538,Good
1.01,64.5,57.0,6.26,6.2,4.02,5538,Fair
1.01,58.1,59.0,6.61,6.53,3.82,5538,Premium
1.09,62.5,57.0,6.55,6.61,4.11,5539,Very Good
0.7,61.4,56.0,5.72,5.75,3.53,5539,Ideal
0.7,61.7,55.0,5.73,5.75,3.54,5539,Ideal
0.7,60.7,57.0,5.75,5.78,3.5,5539,Ideal
0.7,61.3,56.0,5.72,5.76,3.52,5539,Ideal
0.7,61.1,55.0,5.75,5.78,3.52,5539,Ideal
0.9,62.1,56.0,6.15,6.19,3.83,5540,Ideal
1.21,61.2,59.0,6.86,6.84,4.19,5540,Premium
1.21,60.2,57.0,6.97,6.91,4.18,5541,Premium
1.01,61.5,61.0,6.37,6.47,3.95,5542,Very Good
1.01,61.2,57.0,6.47,6.44,3.95,5543,Ideal
1.01,61.6,60.0,6.47,6.43,3.97,5543,Premium
1.01,61.7,62.0,6.34,6.3,3.9,5543,Premium
1.01,61.8,60.0,6.37,6.35,3.93,5543,Premium
1.01,63.8,58.0,6.38,6.34,4.06,5543,Good
1.01,63.1,60.0,6.39,6.32,4.01,5543,Very Good
1.06,62.5,58.0,6.52,6.47,4.06,5543,Premium
1.01,60.0,60.0,6.51,6.45,3.89,5543,Premium
1.01,62.9,59.0,6.43,6.39,4.03,5543,Premium
1.01,62.6,58.0,6.44,6.33,4.0,5543,Premium
1.01,59.8,59.0,6.52,6.48,3.89,5543,Premium
1.0,60.3,62.0,6.33,6.25,3.79,5544,Premium
1.0,62.4,62.0,6.33,6.39,3.97,5544,Very Good
1.0,61.9,60.0,6.34,6.39,3.94,5544,Premium
1.0,62.9,56.0,6.33,6.39,4.0,5544,Good
1.0,62.7,58.0,6.34,6.42,4.0,5544,Very Good
1.2,63.3,55.0,6.73,6.77,4.27,5544,Good
1.01,60.1,61.0,6.5,6.47,3.9,5544,Good
1.01,65.1,57.0,6.3,6.32,4.11,5544,Good
1.0,61.3,64.0,6.39,6.33,3.9,5544,Good
1.32,61.7,56.0,7.11,7.05,4.37,5544,Ideal
1.0,61.9,60.0,6.46,6.37,3.97,5544,Premium
